ID,title,type,message,Class,Sub 1,Sub 2,Sub 3,Sub 4,Sub 5
304569,Could Iran's Version Of The Navy SEALs Defeat ISIS?,video,"even stupid george bush knows its called quds force and not al quds, so fuck this channel and this whore.. this is a fucking jew channel, calling quds force al  quds make it sound like al qaeda and al shabab and al nusra and those  arab terrorist monkeys this is a persian force",Hateful,Towards AJ+,Towards Jews/Judaism,,,
738,U.S. Military Vows To Protect Muslim Americans Using Hashtag #IWillProtectYou,video,"Awww... this little girl is scared of big ol' mean Trump. It's okay little girl. We think your islamic supremacist garbage is pretty scary, too!",Hateful,Towards Islam,,,,
2223,"4 Palestinians, 4 Israelis Killed \u2013 Start Of The Third Intifada?",video,"Don't be stupid.  It's a minor skirmish,  that's all.  The last thing the Arab occupiers want is another war with Israel, they've lost every other one they've started.   If they don't like living in Israel they should fuck off to some Islamic shithole.",Hateful,Towards Islam,Swearing,,,
31125,"Beaten and kicked in the face by police in Myanmar. 

A video showing violence against the Rohingya Muslims has lead to the arrest of several officers.",post,"Well when it comes to Muslims, then we got a situation, right? When these muslim pigs keep torturing in the worst way christians, what do you say then?probably nothing",Hateful,Towards Islam,,,,
51590,Children's Choir Welcomes Refugees to Canada,video,"Fucking bullshit regressive channel. Aj+ fucking Muslim terrorist apologists. They won't be singing in front of them when one of the Syrians or their decedents blow them up.

I wonder what these Syrians think of Jews. I doubt they have a high opinion of them because their anti Semitic because their muslim",Hateful,Towards Islam,Towards AJ+,,,
53386,Compare How Israelis And Palestinians Are Alerted To Incoming Bombs,video,"Fucking Muslim lies. The soldier said 'make sure there isn't any body in that house, we gonna bomb it in a two minutes",Hateful,Towards Islam,,,,
93503,"Ex-Hedge Fund Guy Raises Price Of AIDS Drug Daraprim By 5,000 Percent",video,"notice anything about Mr. Shkreli's name??

...that fucking jewish rat...typical rat...this is why hitler gassed them.",Hateful,Towards Jews/Judaism,Promoting violence,,,
116202,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,"European  man...it is your solemn duty to protect the land of your ancestors and christianity in Europe... STOP BEING WEAK !!!

those motherfucking muslims will not let you in the middle east if the situation is the other way around...muslim majority do not tolerate christians around, but those islamic refugees demand that you open your door and feed their  starving ass, they want you to pay them money too.,....and european leaders as stupid as merkel should be kicked out ASAP.... europe is going  collapse...what is wrong with the european man ??",Hateful,Towards Islam,Swearing,,,
137197,Baby Found Dead In The Mediterranean Sea,video,Stick your PROPAGANDA right up your FUCKING MUSLIM ASS!!!!!!!!!!!!!!!!!!!!!,Hateful,Towards Islam,Towards AJ+,,,
216356,Who Made It OK to Hate Muslims?,video,"Islam hates the world, islam kills gays and non muslims, oppresses women, and gives the a-ok to marry children, yeah islam sucks, and so do the followers, i hate tge quaran, i hate islam, and i hate Muhammad, call me whatever you want but im sorry i hate a religion based on an illiterate pedophile who thinks non muslims should die",Hateful,Towards Islam,,,,
217084,Lebanon Bombing: Suspected Double Suicide Bomb Attack Hits Beirut,video,"All th evidence points to fucking Muslim arabs being violant blood thirsty barbarians. You arabs can't fuck without someone dieing
. beasts the fucking lot of you.",Hateful,Towards Islam,Swearing,,,
238855,"Will Smith's got something to say about Donald Trump and Islamophobia, and he isn't afraid to let you know.",post,"A Christian woman was gang raped only a week back by a gang of Muslim pigs !!!!! Google it !!!!!! 
THERE !!!!!!!! Full I did like will smith sadly no longer fallen stare seed read the book of Enoch he sees them fall !!!! Black as the night with privy members like that of the horse or that of the ass !!!!!!!!",Hateful,Towards Islam,,,,
255735,Has The Gateway To Europe Been Shut To Refugees?,video,no one want you fucking muslim just die make the world a better place,Hateful,Towards Islam,Promoting violence,,,
259010,China Bans Ramadan \u2013 Turkey Protests For China's Uyghurs,video,"Islam is not only killing other innocent people, they are killing their own Muslims too. 
Islam sucks. Fuck Allah! Fuck Mohammed!",Hateful,Towards Islam,Swearing,,,
300451,Dearborn's First Hijab-Wearing Officer,video,"We do not need Islam in any way or fashion. Islam should be banned. Dearborn is lost. America will fall soon. Obummer has succeeded in advancing the absolute foul teachings and culture of Islam. Other cultures are interesting because they know respect and tolerance. Not Islam, though. Islam has killed more people than any other war or group in the history of the world. 290 million and counting! The total for this year's ramadan was over 1600 in a month!
Islam sucks. Any one who practices the teachings of the dwarf Mohammed do so because a lack of intelligence brought on too many incestuous relations in the bloodline.",Hateful,Towards Islam,,,,
344996,Berkeley Students Want Bill Maher Out As Commencement Speaker: Here's Why,video,"Of course, mostly muslim students who believe in disgusting pedophile muhammad is against Bill Mahar speaking. This is the land of the free. If you don't  like it go back to your fucking muslim countries where you cane from. ",Hateful,Towards Islam,,,,
345032,Berkeley Students Want Bill Maher Out As Commencement Speaker: Here's Why,video,"On this subject Maher is right.  Islam sucks--it's  all about killing those who don't believe and  restricting individual rights. Are Berkely students for this??? 
Wake up you ultra-liberal dummies.",Hateful,Towards Islam,,,,
336128,Copper Miners Vs. Apache People \u2013 Fighting For Sacred Land,video,"Fuck The Corporate Man!  Stop allowing their paid lap dogs and lobbyists to drive people off their lands, poison their air, soil and water, destroy the climate and drive more species to extinction - for fucking profits!!!   Don't be a consumer of their goods or services, speak out, protest, educate, get active by calling your elected officials or lap dogs in government, become an activist, or help organizations who fight in the courts or on the streets against the corporations.  The more people that get active, boycott and keep the pressure on, the better our chances.
Their corporations (not to mention the big banks and the financial industry) are fucking all of us in the ass, shouldn't we pay back the compliment? ",Hateful,Corporations,,,,
178789,Hungary Lets Refugees Board Trains Then Kicks Them Off,video,"Bullshit Video ... That man at the start of the Video grabbed his wife and kids and threw them down on the track , the police were actually picking them up .Laws are there for a reason and when u are I someone else's country regardless of circumstances... U follow the law . Respect the laws religions and the people . If u don't follow the law then u get fucked back 2 whatever Country u r from ...",Hateful,Xenophobia,,,,
83016,Turkish Dancer Breaking Taboos On Stage,video,Fuck Turkey.  It's one of the top countries on the planet that hates America.  It's full of a bunch of extremist Muslims. Fuck Muslims.,Hateful,Specific nation(s),Towards Islam,,,
178972,Woman Screams Islamophobic Rant At Pregnant Muslim On London Bus,video,fuck the UK and fuck christian extremists,Hateful,Specific nation(s),Religion,,,
179421,What The Media Isn't Telling You About Israel's Attack On Gaza,video,"Why don't these Jordanians just fuck off back to Jordan where they're from, instead of causing trouble in Israel. Fuck islam. Go Israel.",Hateful,Specific nation(s),Towards Islam,,,
265311,Hamas In Gaza Strip - Explained,video,Fuck Israel and Palestine,Hateful,Specific nation(s),,,,
135844,Graphic Video Shows Young Boy Being Pulled From Airstrike Rubble,video,"How much civilians USA killed in Serbia 1999? 
DEATH TO USA,,FUCKING JEW RULED SATANISTS",Hateful,Specific nation(s),Towards Jews/Judaism,Promoting violence,,
40402,Bernie Sanders Hugs Muslim Student And Vows To Fight Racism,video,fuck Muslims,Hateful,Towards Islam,,,,
96483,This Gum Cures Islamophobia,video,fuck muslims and islam,Hateful,Towards Islam,,,,
138719,"A Rabbi, Priest And Imam Are Building The House Of One In Berlin",video,"Fuck islam
Fuck Christianity
Fuck Judaism",Hateful,Religion,,,,
155996,"Paris Attacks: France Under State Of Emergency After Attacks Leave Dozens Dead, Over 100 Injured",video,"KICK MUSLIMS OUT OF EUROPE

KICK MUSLIMS OUT OF THE U.S

#FUCK ISLAM",Hateful,Towards Islam,,,,
178830,Hungary Lets Refugees Board Trains Then Kicks Them Off,video,victims of muhammad's bullshit,Hateful,Towards Islam,,,,
178842,Hungary Lets Refugees Board Trains Then Kicks Them Off,video,FUCK MUSLIMS!!!!! BACK TO THEIR FUCKIG COUNTRY!!! NWE DONT WONT MUSLIMS IN EUROPE!!!!!,Hateful,Towards Islam,Xenophobia,,,
194492,Hajj Stampede In Saudi Arabia \u2013 At Least 700 People Killed,video,More bodies for allah's corpsepile. Fuck islam and the retarded primitive apes that believe in that bullshit.,Hateful,Towards Islam,Humiliation,,,
211156,'Radical Islam' Is A Term That Obama Denies,video,"Fuck Islam and it's disgusting prophet. I mean, fuck all religions, but especially Islam.",Hateful,Towards Islam,Swearing,,,
